Id,genome_size,contigs,n50,ST,Insertion,ompK36,ompK35,Source,Source_edited,Source_summarised,Host,Country,Year,resistance_genes,plasmids,Organism,Strain
GCF_900084525,5441279,39,709136,16,,1,1,Blood,blood,blood,,United Kingdom,2007,"aac(6')Ib-cr,aadA2,fosA,mph(A),sul1,dfrA12,aac(6')Ib-cr,oqxB,oqxA,tet(A),blaCTX-M-15,blaTEM-1B,blaSHV-1,blaOXA-1,catB3","IncX3,IncFIB(K),IncFII(K)",Klebsiella pneumoniae,k1657
GCF_900084535,5438534,37,398573,16,,1,1,Blood,blood,blood,,United Kingdom,2007,"aadA2,aac(6')Ib-cr,fosA,mph(A),sul1,dfrA12,oqxB,oqxA,aac(6')Ib-cr,tet(A),blaSHV-1,blaTEM-1B,blaOXA-1,catB3","IncX3,IncFIB(K),IncFII(K)",Klebsiella pneumoniae,k1658
GCF_900084545,5585741,54,376339,874,,1,1,Blood,blood,blood,,United Kingdom,2007,"aac(3)-IIa,aac(6')Ib-cr,aadA5,aph(3')-Ia,strA,strB,fosA,mph(A),sul1,dfrA17,aac(6')Ib-cr,oqxA,oqxB,blaCTX-M-15,blaSHV-121,blaTEM-1B,blaOXA-1,catB3","IncR,IncFIB(K),IncFII(K),ColRNAI",Klebsiella pneumoniae,k1742
GCF_900084555,5548467,49,359125,874,,1,1,Blood,blood,blood,,United Kingdom,2007,"aac(3)-IIa,aac(6')Ib-cr,aph(3')-Ia,strA,strB,aadA5,fosA,mph(A),sul1,dfrA17,aac(6')Ib-cr,oqxA,oqxB,blaCTX-M-15,blaSHV-121,blaOXA-1,blaTEM-1B,catB3","IncR,IncFIB(K),IncFII(K)",Klebsiella pneumoniae,k1750
GCF_900084565,5315409,56,279930,-,,1,1,Blood,blood,blood,,United Kingdom,2008,"aac(6')Ib-cr,aac(3)-IIa,aph(3')-Ia,aadA2,strA,strB,fosA,mph(A),sul2,sul1,dfrA12,aac(6')Ib-cr,oqxA,oqxB,tet(A),blaCTX-M-15,blaSHV-121,blaOXA-1,catB3","IncFII,IncR",Klebsiella pneumoniae,k1766
GCF_900084575,5331874,55,208292,-,,1,1,Blood,blood,blood,,United Kingdom,2008,"aac(6')Ib-cr,aadA2,fosA,sul1,dfrA30,aac(6')Ib-cr,oqxB,oqxA,blaCTX-M-15,blaSHV-11,blaOXA-1,catB3",ColRNAI,Klebsiella pneumoniae,k1774
GCF_900084585,5331030,53,288804,-,,1,1,Blood,blood,blood,,United Kingdom,2008,"aac(6')Ib-cr,aadA2,fosA,sul1,dfrA30,aac(6')Ib-cr,oqxB,oqxA,blaCTX-M-15,blaSHV-11,blaOXA-1,catB3",ColRNAI,Klebsiella pneumoniae,k1777
GCF_900084595,5536431,104,147518,1380,,1,1,Blood,blood,blood,,United Kingdom,2008,"aadA1,aacA4,fosA,sul1,oqxB,oqxA,aac(6')Ib-cr,blaSHV-5,catB2","Rep,IncFIB(K),IncA/C,IncFII(K)",Klebsiella pneumoniae,k1780
GCF_900084605,5237578,35,464908,101,,1,1,Blood,blood,blood,,United Kingdom,2008,"strB,strA,aac(3)-IId,fosA,sul2,oqxA,oqxB,tet(A),blaTEM-1B,blaSHV-1",IncR,Klebsiella pneumoniae,k1798
GCF_900084615,5622931,80,235990,15,,1,1,Blood,blood,blood,,United Kingdom,2008,"strB,aac(3)-IId,strA,aadA24,aac(6')Ib-cr,armA,fosA,msr(E),mph(E),sul2,dfrA14,oqxA,oqxB,aac(6')Ib-cr,blaCTX-M-15,blaSHV-28,blaOXA-9,blaOXA-1,blaTEM-1B,catA2,catB3","IncR,ColRNAI,FIA(pBK30683),IncFII,IncFIB(K),ColpVC,IncL/M",Klebsiella pneumoniae,k1806
GCF_900084625,5586532,42,409266,785,,1,1,Blood,blood,blood,,United Kingdom,2008,"fosA,oqxB,oqxA,tet(D),blaSHV-44","IncFII,IncFIB(K)",Klebsiella pneumoniae,k1838
GCF_900084635,5464937,46,343056,-,,1,1,Blood,blood,blood,,United Kingdom,2008,"fosA,oqxB,oqxA,blaSHV-27","IncFII,IncFIB(K)",Klebsiella pneumoniae,k1842
GCF_900084645,5500724,68,289592,2004,,1,1,Blood,blood,blood,,United Kingdom,2008,"aac(3)-IIa,aac(6')Ib-cr,strB,strA,fosA,sul2,dfrA14,aac(6')Ib-cr,oqxB,oqxA,QnrB66,tet(A),blaCTX-M-15,blaSHV-38,blaOXA-1,blaTEM-1B,catB3","IncFIB(K),IncFII(K)",Klebsiella pneumoniae,k1909
GCF_900084655,5287668,44,267213,1480,,0,1,Blood,blood,blood,,United Kingdom,2008,"fosA,oqxA,oqxB,blaSHV-11",ColRNAI,Klebsiella pneumoniae,k1969
GCF_900084665,5586213,89,326415,14,,1,1,Blood,blood,blood,,United Kingdom,2001,"strA,strB,aac(3)-IId,fosA,sul2,dfrA30,oqxB,oqxA,tet(D),blaTEM-1B,blaLEN12","Col(MGD2),IncFII(K),ColRNAI,IncFII,IncFIB(pQil),IncFIB(K)",Klebsiella pneumoniae,k30
GCF_900084695,5523888,68,321072,152,,1,1,Blood,blood,blood,,United Kingdom,2001,"fosA,oqxA,oqxB,blaSHV-1","IncFIA(HI1),IncFII,IncFIB(K),ColRNAI",Klebsiella pneumoniae,k243
GCF_900084705,5578830,97,303386,14,,1,1,Blood,blood,blood,,United Kingdom,2001,"strB,strA,fosA,sul2,dfrA30,oqxB,oqxA,blaLEN12","Col(MGD2),IncFII(K),ColRNAI,IncFII,IncFIB(pQil),IncFIB(K)",Klebsiella pneumoniae,k248
GCF_900084715,5403344,78,174619,163,,1,0,Blood,blood,blood,,United Kingdom,2002,"fosA,oqxA,oqxB,blaSHV-36","IncFIB(K),IncFII(K),ColRNAI",Klebsiella pneumoniae,k263
GCF_900084725,5445387,40,414616,29,,1,1,Blood,blood,blood,,United Kingdom,2002,"aac(3)-IId,fosA,ere(A),sul1,dfrA5,oqxB,oqxA,blaCTX-M-3,blaTEM-1B,blaSHV-83,catA1","IncA/C2,IncFIB(K),IncFII(K)",Klebsiella pneumoniae,k283
GCF_900084735,5505628,80,188602,42,,1,1,Blood,blood,blood,,United Kingdom,2002,"aac(6')-Ib,aadA1,aac(3)-IId,fosA,mph(A),sul1,dfrA5,aac(6')Ib-cr,oqxA,oqxB,tet(A),tet(D),blaOXA-9,blaTEM-1B,blaSHV-12,catA1","IncFIB(K),Col(MG828),Col156,IncFII(K),ColRNAI",Klebsiella pneumoniae,k296
GCF_900084745,5624432,79,265750,776,,1,1,Blood,blood,blood,,United Kingdom,2002,"fosA,ere(A),sul1,dfrA5,oqxB,oqxA,blaTEM-1B,blaSHV-11,catA1","IncFIB(K),IncA/C2,IncHI1B",Klebsiella pneumoniae,k307
GCF_900084755,5202749,34,677159,-,,1,1,Blood,blood,blood,,United Kingdom,2002,"fosA,oqxB,oqxA,blaSHV-99",,Klebsiella pneumoniae,k320
GCF_900084765,5502421,42,399393,-,,1,1,Blood,blood,blood,,United Kingdom,2002,"fosA,oqxA,oqxB,blaLEN2",,Klebsiella pneumoniae,k336
GCF_900084775,5323025,19,994881,-,,1,1,Blood,blood,blood,,United Kingdom,2002,"fosA,oqxB,oqxA,blaLEN16",,Klebsiella pneumoniae,k379
GCF_900084785,5416334,31,645158,-,,1,1,Blood,blood,blood,,United Kingdom,2002,"fosA,oqxB,oqxA,blaSHV-83","IncFIB(pKPHS1),IncFIB(K)",Klebsiella pneumoniae,k407
GCF_900084795,5812637,84,221613,-,,1,1,Blood,blood,blood,,United Kingdom,2002,"aadA1,aac(6')-Ib,strA,strB,fosA,ere(A),sul1,dfrA5,dfrA21,aac(6')Ib-cr,QnrA1,oqxA,oqxB,blaOXA-9,blaSHV-12,blaLEN2,blaTEM-1B,cml","IncFIB(K),IncFII(K),IncN,FIA(pBK30683)",Klebsiella pneumoniae,k385
GCF_900084805,5575807,52,356003,20,,1,1,Blood,blood,blood,,United Kingdom,2002,"fosA,oqxB,oqxA,blaSHV-83","IncR,IncFIB(K),IncFII,ColRNAI",Klebsiella pneumoniae,k446
GCF_900084815,5509530,48,364543,-,,1,1,Blood,blood,blood,,United Kingdom,2002,"aph(3')-Ia,aadA2,aac(3)-IIa,fosA,mph(A),sul1,dfrA12,oqxB,oqxA,tet(A),blaTEM-1B,blaSHV-1,blaSCO-1","IncFIB(Mar),IncHI1B,ColRNAI",Klebsiella pneumoniae,k479
GCF_900084825,5612311,71,352403,101,,1,1,Blood,blood,blood,,United Kingdom,2003,"aph(3')-Ia,aac(3)-IIa,aac(6')-Ib,aadA1,strB,strA,fosA,sul2,dfrA14,aac(6')Ib-cr,oqxA,oqxB,tet(D),blaCTX-M-15,blaSHV-1,blaTEM-1A,blaOXA-9,catA2","IncFII,FIA(pBK30683),IncFIB(K),IncR,ColRNAI",Klebsiella pneumoniae,k518
GCF_900084835,5681495,47,380220,35,,1,1,Blood,blood,blood,,United Kingdom,2002,"fosA,oqxB,oqxA,blaSHV-33","IncFII,IncFIB(K),IncR,ColRNAI",Klebsiella pneumoniae,k480
GCF_900084845,5091105,16,773801,-,,1,1,Blood,blood,blood,,United Kingdom,2002,"fosA,oqxA,oqxB,blaOKP-B-9",,Klebsiella pneumoniae,k482
GCF_900084855,5584098,63,328696,11,,1,1,Blood,blood,blood,,United Kingdom,2003,"aac(3)-IIa,aadA1,aac(6')Ib-cr,aph(3')-Ia,aadA2,fosA,mph(A),sul1,sul3,dfrA12,aac(6')Ib-cr,oqxB,oqxA,tet(A),blaSHV-11,blaCTX-M-15,blaTEM-1B,blaOXA-1,catA1,cmlA1,catB3","Col(MGD2),IncR,IncFII(K),ColRNAI,IncFII,IncFIB(K)",Klebsiella pneumoniae,k557
GCF_900084865,5513501,100,264648,1967,,1,1,Blood,blood,blood,,United Kingdom,2003,"strA,aadA1,aph(3')-Ia,strB,aadA2,fosA,sul1,dfrA15,dfrA1,oqxB,oqxA,tet(A),blaSHV-26,blaTEM-1B,catA2","IncR,IncFIB(K),IncFII(pSE11),ColRNAI",Klebsiella pneumoniae,k593
GCF_900084875,5084455,15,738890,-,,1,1,Blood,blood,blood,,United Kingdom,2003,"fosA,oqxB,oqxA,blaOKP-B-3",ColRNAI,Klebsiella pneumoniae,k553
GCF_900084885,5486674,60,350211,101,,1,1,Blood,blood,blood,,United Kingdom,2003,"aadA1,aac(3)-IIa,aac(6')-Ib,fosA,dfrA14,aac(6')Ib-cr,oqxA,tet(D),blaTEM-1A,blaSHV-1,blaOXA-9,blaCTX-M-15,catA2","IncR,IncFII,ColRNAI",Klebsiella pneumoniae,k548
GCF_900084895,5325219,50,498050,384,,1,1,Blood,blood,blood,,United Kingdom,2003,"fosA,sul1,QnrA1,oqxA,oqxB,blaSHV-12,blaOKP-B-3,cml","IncFIB(K),IncN,ColRNAI",Klebsiella pneumoniae,k644
GCF_900084905,5555695,63,214055,147,,1,0,Blood,blood,blood,,United Kingdom,2003,"fosA,dfrA14,oqxB,oqxA,blaSHV-11,blaCTX-M-15","IncR,ColRNAI,IncFIB(K),FIA(pBK30683)",Klebsiella pneumoniae,k616
GCF_900084915,5300223,19,491305,405,,1,1,Blood,blood,blood,,United Kingdom,2003,"fosA,oqxB,oqxA,blaSHV-76",,Klebsiella pneumoniae,k657
GCF_900084935,5498845,54,359146,1,,1,1,Blood,blood,blood,,United Kingdom,2003,"strA,aac(6')Ib-cr,strB,aac(3)-IIa,aadA2,fosA,sul2,dfrA12,aac(6')Ib-cr,oqxB,oqxA,tet(A),blaSHV-1,blaCTX-M-15,blaTEM-1B,blaOXA-1,catA2,catB3","IncFIB(pKPHS1),IncR,IncFIB(K),IncFII(K),ColRNAI",Klebsiella pneumoniae,k699
GCF_900084945,5272391,18,467821,490,,1,1,Blood,blood,blood,,United Kingdom,2003,"fosA,oqxB,oqxA,blaSHV-1",,Klebsiella pneumoniae,k702
GCF_900084955,5359649,56,295254,-,,1,1,Blood,blood,blood,,United Kingdom,2004,"aac(3)-IIa,aadA2,fosA,mph(A),sul2,sul1,dfrA12,oqxB,oqxA,tet(A),blaCTX-M-15,blaTEM-1B,blaSHV-121","IncFII,IncR",Klebsiella pneumoniae,k763
GCF_900084965,5332163,31,414842,17,,1,1,Blood,blood,blood,,United Kingdom,2004,"aac(6')-Im,aph(2'')-Ib,fosA,oqxB,oqxA,blaSHV-129","IncA/C2,ColRNAI",Klebsiella pneumoniae,k820
GCF_900084975,5381264,61,224983,-,,1,0,Blood,blood,blood,,United Kingdom,2004,"aac(6')Ib-cr,fosA,aac(6')Ib-cr,oqxB,oqxA,tet(A),blaOXA-1,blaTEM-1B,blaCTX-M-15,blaSHV-133,catB3","IncR,IncFII,ColRNAI",Klebsiella pneumoniae,k823
GCF_900084985,5384410,51,315720,1,,1,0,Blood,blood,blood,,United Kingdom,2004,"ARR-2,aacA4,aac(3)-IId,aph(3')-Ia,aadA1,fosA,sul2,sul1,dfrA25,dfrA14,aac(6')Ib-cr,oqxA,oqxB,blaSHV-1,blaOXA-10,floR,cmlA1","IncR,IncI1,IncA/C2,ColRNAI",Klebsiella pneumoniae,k839
GCF_900084995,5627207,73,243429,-,,1,1,Blood,blood,blood,,United Kingdom,2004,"fosA,oqxB,oqxA,blaLEN2","IncFIB(K),IncFII(K),ColRNAI",Klebsiella pneumoniae,k841
GCF_900085005,5365562,39,376432,-,,1,1,Blood,blood,blood,,United Kingdom,2004,"aac(3)-IIa,aac(6')Ib-cr,aph(3')-Ia,strB,strA,aadA2,fosA,mph(A),sul2,sul1,dfrA12,aac(6')Ib-cr,oqxB,oqxA,tet(A),blaTEM-1B,blaSHV-121,blaCTX-M-15,blaOXA-1,catB3","IncR,IncFII,IncN",Klebsiella pneumoniae,k761
GCF_900085015,5524510,25,504901,-,,1,1,Blood,blood,blood,,United Kingdom,2002,"fosA,oqxB,oqxA,blaLEN16",ColRNAI,Klebsiella pneumoniae,k305
GCF_900085025,5607684,47,419544,14,,1,1,Blood,blood,blood,,United Kingdom,2004,"fosA,blaSHV-1,catA1","IncFIB(pKPHS1),IncFIB(K),IncFII(K),ColRNAI",Klebsiella pneumoniae,k787
GCF_900085035,5157593,97,104117,27,,1,1,Blood,blood,blood,,United Kingdom,2002,"fosA,blaSHV-40",ColRNAI,Klebsiella pneumoniae,k414
GCF_900085045,5572959,143,99476,27,,1,1,Blood,blood,blood,,United Kingdom,2003,"aac(3)-IIa,strB,aph(3')-Ic,aadA1,strA,fosA,sul1,dfrA1,blaTEM-110,blaSHV-40,catA1","IncR,ColRNAI,IncFIB(K),IncA/C,FII(pBK30683)",Klebsiella pneumoniae,k544
GCF_900085065,5461814,54,419165,-,,1,1,Blood,blood,blood,,United Kingdom,2004,"aac(6')Ib-cr,aac(3)-IId,fosA,aac(6')Ib-cr,oqxB,oqxA,tet(A),blaCTX-M-15,blaSHV-1,blaTEM-1B,blaOXA-1,catB3","IncFIA(HI1),IncFII,IncR,IncFII(K),ColRNAI",Klebsiella pneumoniae,k808
GCF_900085075,5386434,103,156097,1380,,1,1,Blood,blood,blood,,United Kingdom,2003,"fosA,oqxA,oqxB,blaSHV-26","Col(MGD2),IncR,IncFIB(K),IncFII(K),ColRNAI",Klebsiella pneumoniae,k589
GCF_900085085,5364960,43,472872,-,,1,1,Blood,blood,blood,,United Kingdom,2004,"aac(3)-IIa,aac(6')Ib-cr,strA,aph(3')-Ia,strB,aadA2,fosA,mph(A),sul2,sul1,dfrA12,aac(6')Ib-cr,oqxA,oqxB,tet(A),blaCTX-M-11,blaSHV-121,blaTEM-1B,blaOXA-1,catB3","IncR,IncFII,IncN",Klebsiella pneumoniae,k764
GCF_900085095,5465058,70,323437,147,,1,1,Blood,blood,blood,,United Kingdom,2004,"aac(3)-IIa,aac(6')Ib-cr,fosA,dfrA14,aac(6')Ib-cr,oqxB,oqxA,blaSHV-11,blaCTX-M-15,blaOXA-1,catB3","IncR,FIA(pBK30683),IncFIB(K),ColRNAI",Klebsiella pneumoniae,k866
GCF_900085105,5468998,67,396323,147,,1,1,Blood,blood,blood,,United Kingdom,2004,"aac(3)-IIa,aac(6')Ib-cr,fosA,dfrA14,aac(6')Ib-cr,oqxB,oqxA,blaOXA-1,blaSHV-11,blaCTX-M-15,catB3","IncR,FIA(pBK30683),IncFIB(K),ColRNAI",Klebsiella pneumoniae,k864
GCF_900085115,5542435,68,179362,147,,1,1,Blood,blood,blood,,United Kingdom,2004,"aac(6')Ib-cr,strB,strA,fosA,sul2,dfrA14,QnrB1,aac(6')Ib-cr,oqxB,oqxA,blaSHV-11,blaOXA-1,blaCTX-M-15,catB3,catA2","IncR,FIA(pBK30683),IncFIB(K),ColRNAI",Klebsiella pneumoniae,k868
GCF_900085125,5621991,125,158756,-,,1,1,Blood,blood,blood,,United Kingdom,2004,"fosA,ere(A),sul1,dfrA5,QnrA1,oqxB,oqxA,blaLEN12,cml","IncR,IncFIB(K),IncFII(K),IncN,ColRNAI",Klebsiella pneumoniae,k894
GCF_900085135,5638500,90,159265,-,,1,1,Blood,blood,blood,,United Kingdom,2004,"fosA,oqxB,oqxA,blaSHV-62","Col(MGD2),IncR,IncFIB(K),IncFII(K),ColRNAI",Klebsiella pneumoniae,k899
GCF_900085145,5303164,60,202835,147,,1,0,Blood,blood,blood,,United Kingdom,2004,"aac(3)-IIa,aac(6')Ib-cr,strB,strA,fosA,sul2,dfrA14,QnrB1,aac(6')Ib-cr,oqxB,oqxA,blaCTX-M-15,blaSHV-11,blaOXA-1,catB3","IncR,ColRNAI,FIA(pBK30683)",Klebsiella pneumoniae,k906
GCF_900085155,5460993,34,492125,16,,1,1,Blood,blood,blood,,United Kingdom,2004,"aac(3)-IId,fosA,sul1,dfrA25,oqxA,oqxB,blaSHV-1","IncI1,IncFIB(K),IncFII(K)",Klebsiella pneumoniae,k959
GCF_900085165,5914655,111,229640,-,,1,0,Blood,blood,blood,,United Kingdom,2004,"aadA1,aac(6')-Ib,fosA,dfrA5,aac(6')Ib-cr,oqxA,oqxB,blaLEN22,blaOXA-9,blaSHV-12,blaTEM-1A","Col(MGD2),IncR,IncFII(K),ColRNAI,IncFII,IncFIB(K),IncN",Klebsiella pneumoniae,k913
GCF_900085175,6131238,70,349392,1683,,1,1,Blood,blood,blood,,United Kingdom,2004,"aadA1,aac(6')-Ib,fosA,ere(A),sul1,dfrA5,QnrA1,oqxA,oqxB,aac(6')Ib-cr,blaSHV-12,blaOXA-9,blaTEM-1A,blaLEN16,cml","IncFIA(HI1),IncFIB(K),IncFII(K),IncN,ColRNAI",Klebsiella pneumoniae,k911
GCF_900085185,5472605,40,338155,-,,1,1,Blood,blood,blood,,United Kingdom,2004,"fosA,ere(A),sul1,dfrA5,QnrA1,oqxB,oqxA,blaLEN19,blaSHV-12,cml",IncN,Klebsiella pneumoniae,k967
GCF_900085195,5406859,47,307282,15,,1,1,Blood,blood,blood,,United Kingdom,2004,"aac(6')Ib-cr,aac(3)-IIa,strB,strA,fosA,sul2,dfrA14,oqxB,oqxA,aac(6')Ib-cr,blaSHV-28,blaCTX-M-15,blaTEM-1B,blaOXA-1,catB3","Col(MGD2),IncR,ColpVC,FIA(pBK30683)",Klebsiella pneumoniae,k981
GCF_900085205,5087667,69,218848,359,,1,1,Blood,blood,blood,,United Kingdom,2004,"fosA,blaSHV-1","Col(MGD2),ColRNAI",Klebsiella pneumoniae,k931
GCF_900085215,5469204,50,337402,134,,1,1,Blood,blood,blood,,United Kingdom,2005,"aadA1,fosA,sul1,dfrA1,oqxA,oqxB,tet(A),blaSHV-60","IncI1,IncFIB(AP001918)",Klebsiella pneumoniae,k1004
GCF_900085225,5365808,48,384393,-,,1,1,Blood,blood,blood,,United Kingdom,2005,"strA,aac(6')Ib-cr,aac(3)-IIa,strB,aph(3')-Ia,aadA2,fosA,mph(A),sul2,sul1,dfrA12,aac(6')Ib-cr,oqxB,oqxA,tet(A),blaSHV-121,blaCTX-M-15,blaTEM-1B,blaOXA-1,catB3","IncR,IncFII,IncN",Klebsiella pneumoniae,k1020
GCF_900085235,5310686,55,243438,334,,1,1,Blood,blood,blood,,United Kingdom,2009,"fosA,blaOKP-B-4","IncR,IncFII(K),ColRNAI",Klebsiella pneumoniae,k2074
GCF_900085245,5388033,49,280189,-,,1,1,Blood,blood,blood,,United Kingdom,2009,"strA,aac(6')Ib-cr,aac(3)-IIa,strB,aadA2,fosA,mph(A),sul2,sul1,dfrA12,aac(6')Ib-cr,oqxA,oqxB,tet(A),blaSHV-121,blaTEM-1B,blaCTX-M-15,blaOXA-1,catB3","IncFII,IncR",Klebsiella pneumoniae,k2085
GCF_900085255,5465181,23,458804,5,,1,1,Blood,blood,blood,,United Kingdom,2008,"fosA,oqxA,oqxB,blaSHV-62","IncFII,IncFIB(K)",Klebsiella pneumoniae,k1983
GCF_900085265,5566864,57,326101,874,,1,1,Blood,blood,blood,,United Kingdom,2008,"aac(6')Ib-cr,aac(3)-IIa,aph(3')-Ia,aadA5,fosA,mph(A),sul1,dfrA17,aac(6')Ib-cr,oqxA,oqxB,blaCTX-M-15,blaTEM-1B,blaOXA-1,blaSHV-121,catB3","IncR,IncFIB(K),IncFII(K),ColRNAI",Klebsiella pneumoniae,k2000
GCF_900085275,5414090,51,298415,45,,1,1,Blood,blood,blood,,United Kingdom,2008,"aadA1,fosA,sul1,oqxA,oqxB,tet(D),blaSHV-1,catA1","IncFIB(K),IncFII(K),ColRNAI",Klebsiella pneumoniae,k1989
GCF_900085285,5330414,47,288984,340,,1,1,Blood,blood,blood,,United Kingdom,2009,"aac(6')Ib-cr,aadA2,fosA,sul1,dfrA30,aac(6')Ib-cr,oqxA,oqxB,blaCTX-M-15,blaSHV-11,blaOXA-1,catB3","IncFIB(pQil),ColRNAI",Klebsiella pneumoniae,k2029
GCF_900085295,5481336,66,198573,11,,1,1,Blood,blood,blood,,United Kingdom,2009,"aadA2,aac(6')Ib-cr,fosA,mph(A),sul1,dfrA12,aac(6')Ib-cr,oqxA,oqxB,blaOXA-1,blaSHV-11,catA1,catB3","IncR,IncFIB(K),IncFII(K),IncFII",Klebsiella pneumoniae,k2037
GCF_900085305,5545770,43,454227,70,,1,1,Blood,blood,blood,,United Kingdom,2009,"aac(6')Ib-cr,aac(3)-IIa,strB,strA,fosA,sul2,dfrA14,aac(6')Ib-cr,QnrB66,oqxA,oqxB,tet(A),blaSHV-27,blaCTX-M-15,blaTEM-1B,blaOXA-1,catB3","IncFIB(K),IncFII(K),ColRNAI",Klebsiella pneumoniae,k2052
GCF_900085315,5844686,92,361321,292,,1,1,Blood,blood,blood,,United Kingdom,2008,"fosA,oqxB,oqxA,blaSHV-12","IncFII(K),ColRNAI,IncFIB(pKPHS1),IncFII(Y),repA,IncFIB(K),IncN",Klebsiella pneumoniae,k1961
GCF_900085325,5622263,47,283793,14,,1,1,Blood,blood,blood,,United Kingdom,2008,"strB,strA,fosA,sul1,oqxB,oqxA,blaSHV-28","IncFIA(HI1),IncFIB(K),IncFII(K),IncFII(Y)",Klebsiella pneumoniae,k1970
GCF_900085335,5277897,49,322744,-,,1,1,Blood,blood,blood,,United Kingdom,2005,"fosA,oqxA,oqxB,blaSHV-11","Col(MGD2),IncFII(pKPX1),ColRNAI,IncFIB(K),FIA(pBK30683)",Klebsiella pneumoniae,k1102
GCF_900085345,5527618,37,425697,16,,1,1,Blood,blood,blood,,United Kingdom,2005,"aac(6')Ib-cr,fosA,aac(6')Ib-cr,oqxB,oqxA,tet(A),blaTEM-1B,blaCTX-M-15,blaSHV-1,blaOXA-1,catB3","IncX3,IncFIB(K),IncFII(K),ColRNAI",Klebsiella pneumoniae,k1160
GCF_900085355,5235194,33,311287,1658,,1,1,Blood,blood,blood,,United Kingdom,2006,"fosA,oqxB,oqxA,blaSHV-1",,Klebsiella pneumoniae,k1315
GCF_900085365,5564375,45,350904,336,,1,1,Blood,blood,blood,,United Kingdom,2008,"aph(3')-Ia,aac(6')Ib-cr,strA,strB,fosA,sul2,dfrA14,aac(6')Ib-cr,oqxB,oqxA,QnrB1,blaCTX-M-15,blaTEM-1B,blaSHV-11,blaOXA-1,catB3","IncQ1,IncFIB(K),IncFII(K),ColRNAI",Klebsiella pneumoniae,k1816
GCF_900085375,5506735,64,370851,15,,1,1,Blood,blood,blood,,United Kingdom,2009,"aac(3)-IIa,aac(6')Ib-cr,strB,strA,fosA,sul2,dfrA14,oqxB,oqxA,aac(6')Ib-cr,blaCTX-M-15,blaSHV-28,blaTEM-1B,blaOXA-1,catB3","IncFII,IncFIB(K),IncR,ColRNAI",Klebsiella pneumoniae,k2141
GCF_900085385,5486298,37,353541,-,,1,1,Blood,blood,blood,,United Kingdom,2009,"aac(3)-IIa,aac(6')Ib-cr,fosA,aac(6')Ib-cr,oqxB,oqxA,tet(A),blaSHV-33,blaTEM-1B,blaCTX-M-15,blaOXA-1,catB3","IncFII,IncFIB(K),IncFII(K),ColRNAI",Klebsiella pneumoniae,k2142
GCF_900085395,5542071,82,374591,831,,1,1,Blood,blood,blood,,United Kingdom,2009,"aadA1,aac(6')-Ib,fosA,ere(A),sul1,dfrA5,QnrA1,aac(6')Ib-cr,oqxB,oqxA,blaSHV-12,blaOXA-9,blaTEM-1B,cml","IncFII,IncFIB(K),IncFII(K),IncN",Klebsiella pneumoniae,k2150
GCF_900085405,5505909,47,509232,336,,1,1,Blood,blood,blood,,United Kingdom,2009,"aac(6')Ib-cr,aadA1,aph(3')-Ia,strB,strA,aac(6')-Ib,fosA,ere(A),sul1,sul2,dfrA5,dfrA14,aac(6')Ib-cr,oqxA,oqxB,QnrB1,aac(6')Ib-cr,blaTEM-1A,blaOXA-9,blaCTX-M-15,blaSHV-12,blaOXA-1,catB3","IncQ1,IncFIB(K),IncFII(K),IncN,ColRNAI",Klebsiella pneumoniae,k2169
GCF_900085415,5528780,66,349348,111,,1,1,Blood,blood,blood,,United Kingdom,2009,"strA,strB,fosA,sul1,sul2,dfrA7,oqxA,oqxB,blaTEM-1B,blaSHV-11","IncFII,IncQ1,IncFIB(K),ColRNAI",Klebsiella pneumoniae,k2226
GCF_900085425,5476163,27,928677,336,,1,1,Blood,blood,blood,,United Kingdom,2009,"aac(6')Ib-cr,fosA,dfrA14,aac(6')Ib-cr,oqxA,QnrB1,oqxB,blaTEM-1B,blaSHV-11,blaCTX-M-15,blaOXA-1,catB3","IncFIB(K),IncFII(K),ColRNAI",Klebsiella pneumoniae,k2238
GCF_900085435,5650897,47,332963,144,,1,1,Blood,blood,blood,,United Kingdom,2010,"aadA2,fosA,sul2,sul1,dfrA15,oqxB,oqxA,tet(D),blaOKP-A-5,cmlA1",IncFIB(K),Klebsiella pneumoniae,k2254
GCF_900085445,5629109,97,179743,48,,1,1,Blood,blood,blood,,United Kingdom,2010,"strB,strA,aadA1,fosA,sul2,dfrA15,oqxA,oqxB,tet(A),blaSHV-11","IncFIB(K),IncFII(K),IncN,ColRNAI",Klebsiella pneumoniae,k2265
GCF_900085455,5787727,90,216344,54,,1,1,Blood,blood,blood,,United Kingdom,2010,"aacA4,strA,strB,aac(6')-IIc,fosA,ere(A),sul1,sul2,dfrA18,aac(6')Ib-cr,QnrB49,oqxB,oqxA,tet(D),blaOXA-2,blaVIM-2,blaTEM-1B,blaSHV-12,catA2","IncHI2,ColRNAI,IncFIB(pKPHS1),IncHI1B,IncHI2A,IncFIB(K),RepA,IncP6",Klebsiella pneumoniae,k2286
